진입날짜,청산날짜,종목명,진입가,청산가,수익률,매매근거
2023-05-12,2023-05-17,LG화학,677583.8341172214,701324.0,0.03503649982102666," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-12  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩694,236 - 종가: ₩680,551 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 7.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩677,584 - 청산가: ₩701,324 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.50% "
2023-06-27,2023-06-28,LG화학,702313.137273414,654832.8125,-0.06760563380281696," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩699,041 - 종가: ₩695,389 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 15.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩702,313 - 청산가: ₩654,833 - 청산 사유: 손절매 - 수익률: -6.76% "
2023-06-29,2023-07-13,LG화학,657800.3406109445,662746.25,0.007518861094632215," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-29  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩672,753 - 종가: ₩652,854 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩657,800 - 청산가: ₩662,746 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +0.75% "
2023-08-02,2023-08-14,LG화학,639006.0202177294,590536.5625,-0.07585133188763123," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-02  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩639,278 - 종가: ₩635,049 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩639,006 - 청산가: ₩590,537 - 청산 사유: 손절매 - 수익률: -7.59% "
2023-08-21,2023-08-30,LG화학,572731.4155759162,569763.9375,-0.005181273447226919," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-21  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩570,361 - 종가: ₩561,851 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 5.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩572,731 - 청산가: ₩569,764 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: -0.52% "
2023-09-13,2023-09-15,LG화학,535142.7945298372,566796.375,0.05914978356005488," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-13  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩549,725 - 종가: ₩534,154 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩535,143 - 청산가: ₩566,796 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +5.91% "
2023-09-26,2023-10-11,LG화학,491619.2117321249,512391.875,0.04225356286359649," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩509,388 - 종가: ₩499,533 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩491,619 - 청산가: ₩512,392 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.23% "
2023-10-23,2023-10-26,LG화학,475792.4662093496,421387.90625,-0.11434514798603697," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩482,987 - 종가: ₩475,792 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 8.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩475,792 - 청산가: ₩421,388 - 청산 사유: 손절매 - 수익률: -11.43% "
2023-12-04,2023-12-15,LG화학,463922.37174893846,487662.5,0.05117263080364881," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-12-04  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩482,890 - 종가: ₩467,879 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩463,922 - 청산가: ₩487,662 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +5.12% "
2023-05-30,2023-06-08,기아,76559.13692338475,72717.78125,-0.050175012777755344," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-30  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩77,569 - 종가: ₩76,470 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩76,559 - 청산가: ₩72,718 - 청산 사유: 손절매 - 수익률: -5.02% "
2023-07-20,2023-08-02,기아,76023.13612241125,71467.109375,-0.05992947646983684," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩76,577 - 종가: ₩75,308 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩76,023 - 청산가: ₩71,467 - 청산 사유: 손절매 - 수익률: -5.99% "
2023-09-07,2023-09-14,기아,69948.42720718187,70752.4375,0.011494329821551423," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-07  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩70,065 - 종가: ₩69,948 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 17.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩69,948 - 청산가: ₩70,752 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.15% "
2023-10-30,2023-11-14,기아,70663.10328958063,69859.09375,-0.011378067225348986," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-30  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩71,428 - 종가: ₩69,770 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 15.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩70,663 - 청산가: ₩69,859 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: -1.14% "
2023-03-02,2023-03-06,NAVER,205268.1917198905,212192.90625,0.03373496142821275," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-03-02  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩205,368 - 종가: ₩203,784 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩205,268 - 청산가: ₩212,193 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.37% "
2023-03-15,2023-03-20,NAVER,191517.7072552004,199332.71875,0.0408056863608229," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-03-15  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩195,606 - 종가: ₩194,288 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩191,518 - 청산가: ₩199,333 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.08% "
2023-04-25,2023-04-28,NAVER,183801.59740497076,190231.6875,0.03498386404587007," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩187,058 - 종가: ₩184,098 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 1.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩183,802 - 청산가: ₩190,232 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.50% "
2023-05-31,2023-06-07,NAVER,197749.94198835784,202795.09375,0.025512785040104773," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-31  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩199,689 - 종가: ₩197,354 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩197,750 - 청산가: ₩202,795 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.55% "
2023-06-14,2023-06-16,NAVER,197848.84663341646,200321.96875,0.012500058295340285," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-14  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩197,481 - 종가: ₩197,057 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩197,849 - 청산가: ₩200,322 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.25% "
2023-06-26,2023-07-03,NAVER,185977.9128563744,187685.421875,0.009181246269519437," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩188,396 - 종가: ₩186,868 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩185,978 - 청산가: ₩187,685 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +0.92% "
2023-08-21,2023-08-22,NAVER,216140.6344739819,219115.046875,0.013761467889908311," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-21  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩213,884 - 종가: ₩212,670 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 17.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩216,141 - 청산가: ₩219,115 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.38% "
2023-09-25,2023-10-04,NAVER,205234.46571828358,189569.234375,-0.07632846309930498," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩208,571 - 종가: ₩204,739 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩205,234 - 청산가: ₩189,569 - 청산 사유: 손절매 - 수익률: -7.63% "
2023-10-05,2023-10-23,NAVER,187685.42792365112,176779.25,-0.058108815608677214," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-05  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩193,831 - 종가: ₩187,785 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 1.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩187,685 - 청산가: ₩176,779 - 청산 사유: 손절매 - 수익률: -5.81% "
2023-02-06,2023-02-09,POSCO홀딩스,274321.7950922819,282634.5625,0.030302978313923975," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-02-06  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩278,861 - 종가: ₩276,169 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩274,322 - 청산가: ₩282,635 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.03% "
2023-04-25,2023-05-17,POSCO홀딩스,350784.86355989234,344271.65625,-0.018567526670888665," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩364,276 - 종가: ₩353,111 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 17.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩350,785 - 청산가: ₩344,272 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: -1.86% "
2023-08-18,2023-08-24,POSCO홀딩스,514124.55081669695,542218.875,0.05464497686149137," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-18  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩518,482 - 종가: ₩514,125 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩514,125 - 청산가: ₩542,219 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +5.46% "
2023-09-27,2023-10-10,POSCO홀딩스,497703.4968811155,463833.34375,-0.06805287353487476," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩508,375 - 종가: ₩503,348 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 4.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩497,703 - 청산가: ₩463,833 - 청산 사유: 손절매 - 수익률: -6.81% "
2023-10-20,2023-10-26,POSCO홀딩스,425258.9740618102,396563.375,-0.06747793888445809," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩450,275 - 종가: ₩426,200 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩425,259 - 청산가: ₩396,563 - 청산 사유: 손절매 - 수익률: -6.75% "
2023-10-27,2023-11-03,POSCO홀딩스,392800.0057736721,412087.1875,0.04910178575058634," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩408,434 - 종가: ₩397,975 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩392,800 - 청산가: ₩412,087 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.91% "
2023-12-07,2023-12-08,POSCO홀딩스,425729.3826219512,443605.3125,0.041988950276243074," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-12-07  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩429,716 - 종가: ₩420,555 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩425,729 - 청산가: ₩443,605 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.20% "
